customer_id,age,city,website_visits,instagram_engagement,interested_model,ad_clicks,brochure_download,income_lpa,configurator_used,test_drive,purchase,cluster,persona,intent_score,journey_stage,next_action
6913,57,Gurgaon,23,24,BMW X5,13,0,77.61190741385761,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6914,58,Mumbai,1,40,BMW X1,12,0,83.12466753864163,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6915,24,Gurgaon,23,18,BMW X3,14,0,47.307607950353926,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6916,30,Bangalore,28,37,BMW 3 Series,0,1,39.733909916535225,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
6917,39,Bangalore,32,24,BMW X1,7,0,59.117243564251964,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6918,64,Mumbai,8,38,BMW X3,10,0,79.61714026669931,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6919,56,Bangalore,26,3,BMW i4,7,0,84.27163205568324,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6920,55,Pune,14,2,BMW X3,10,0,71.06767478537199,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6921,62,Pune,24,33,BMW X3,2,0,80.7819025925475,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6922,35,Pune,29,9,BMW X3,8,1,49.09790636394142,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6923,25,Bangalore,4,26,BMW X1,6,0,41.394944909837314,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6924,50,Pune,18,89,BMW X3,14,0,71.48117206269396,0,0,0,0,Luxury Veteran,0,Aware,Retargeting Ads
6925,62,Gurgaon,14,90,BMW X3,12,0,87.40798457916506,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6926,36,Delhi,27,0,BMW i4,6,0,59.36517535452152,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6927,49,Mumbai,3,43,BMW i4,4,0,67.34673164781472,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6928,63,Gurgaon,30,83,BMW X5,11,1,82.27157065430005,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6929,37,Pune,36,51,BMW X1,11,0,49.709163420117434,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6930,33,Delhi,23,24,BMW X3,2,0,50.33612136490058,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6931,26,Mumbai,18,73,BMW X5,13,0,41.17982964727796,0,0,0,1,Aspiring Techie,0,Aware,Retargeting Ads
6932,55,Gurgaon,10,64,BMW X5,9,0,69.08202919215208,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6933,63,Mumbai,12,79,BMW X1,11,1,89.20683598819133,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6934,22,Bangalore,8,10,BMW X5,4,0,34.251223263974126,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6935,60,Pune,32,67,BMW X5,2,0,89.67654150305779,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6936,53,Gurgaon,17,98,BMW X1,12,0,72.79210108459952,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6937,47,Gurgaon,14,76,BMW 3 Series,2,0,61.014458120975256,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6938,38,Delhi,37,84,BMW X5,0,1,56.9778234002966,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
6939,48,Delhi,9,14,BMW i4,3,0,72.8420481481066,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6940,45,Delhi,26,56,BMW X5,13,0,66.11066528578327,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6941,56,Mumbai,24,73,BMW X1,8,0,83.48720377760633,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6942,63,Pune,23,63,BMW X1,11,0,81.72434707924185,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6943,60,Mumbai,31,10,BMW 3 Series,5,0,85.20661234458572,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6944,47,Pune,39,95,BMW 3 Series,5,0,72.53072853470866,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6945,59,Gurgaon,2,96,BMW i4,5,1,82.55274105862686,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6946,44,Mumbai,18,19,BMW i4,12,0,68.23587678474668,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
6947,43,Mumbai,16,99,BMW X5,4,0,62.130677022208516,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6948,25,Mumbai,29,29,BMW 3 Series,1,0,45.77587353852404,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6949,30,Bangalore,11,9,BMW i4,4,1,49.48473654189602,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6950,25,Pune,2,53,BMW X5,10,1,38.490647505389155,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
6951,28,Pune,14,57,BMW X3,9,0,41.779251163784124,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6952,44,Mumbai,4,78,BMW X5,2,0,65.75777471935906,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6953,23,Bangalore,39,28,BMW i4,9,1,35.69814728809986,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
6954,45,Mumbai,34,0,BMW X5,10,0,65.13592334723782,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6955,61,Pune,39,57,BMW X3,1,0,83.31948752640446,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6956,52,Gurgaon,9,20,BMW i4,11,0,68.06218003516527,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6957,52,Bangalore,7,14,BMW X5,13,0,72.04225021697164,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6958,61,Bangalore,17,66,BMW i4,3,1,80.69299734310214,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6959,64,Mumbai,23,32,BMW X5,9,1,88.14902176882724,1,1,0,0,Luxury Veteran,15,Hot Lead,Immediate Sales Call
6960,55,Gurgaon,11,37,BMW X1,8,1,77.00706387494638,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6961,45,Pune,22,18,BMW i4,6,0,62.7070184407837,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6962,47,Delhi,18,3,BMW i4,9,0,65.65047684292266,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6963,37,Pune,28,75,BMW i4,8,0,47.51803110017385,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6964,34,Pune,16,88,BMW i4,13,1,54.62349076326353,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
6965,36,Gurgaon,4,97,BMW X5,2,0,50.761162005253794,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6966,48,Bangalore,36,80,BMW 3 Series,1,1,72.6077940581544,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6967,25,Pune,22,57,BMW X5,8,1,30.632909083351677,1,0,0,1,Aspiring Techie,15,Warm Lead,Personalized Email
6968,37,Bangalore,11,69,BMW X3,5,0,58.19283345256254,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6969,51,Gurgaon,21,11,BMW X1,9,0,69.61867123185718,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6970,51,Gurgaon,16,78,BMW X5,3,0,77.99473312670762,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6971,57,Mumbai,9,16,BMW X5,3,0,84.60544100181326,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6972,24,Delhi,35,0,BMW i4,9,1,50.446107851272885,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6973,43,Gurgaon,34,13,BMW X3,9,0,66.36916295975739,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6974,43,Gurgaon,9,1,BMW i4,12,1,57.722279805125055,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
6975,33,Bangalore,13,3,BMW i4,5,0,54.404633131424674,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6976,42,Gurgaon,6,65,BMW 3 Series,6,0,61.56844725423575,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6977,25,Pune,4,89,BMW X1,11,1,36.42401615885662,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
6978,52,Mumbai,28,45,BMW 3 Series,10,0,77.00619198287698,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6979,52,Mumbai,11,49,BMW i4,9,0,72.78059431632389,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6980,44,Pune,34,59,BMW X1,4,1,75.79342406154586,1,1,0,0,Luxury Veteran,15,Hot Lead,Immediate Sales Call
6981,41,Gurgaon,35,51,BMW X5,14,1,61.305544713651706,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
6982,36,Delhi,5,96,BMW X3,13,0,52.11742241813388,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6983,44,Gurgaon,39,47,BMW 3 Series,7,0,52.43891665214509,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6984,49,Mumbai,11,38,BMW X3,9,0,58.57377005042949,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6985,37,Delhi,12,69,BMW i4,11,0,52.3895229090743,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6986,58,Bangalore,19,59,BMW X1,0,0,83.22969797782365,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6987,42,Bangalore,13,29,BMW X5,13,0,65.80513365803253,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6988,36,Gurgaon,4,85,BMW X1,0,0,58.00427633551298,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6989,38,Gurgaon,14,26,BMW X3,3,0,45.93953712609837,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6990,58,Delhi,2,82,BMW X3,7,1,76.2486366756104,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6991,34,Delhi,8,73,BMW X5,10,1,46.54894017466891,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
6992,40,Gurgaon,22,54,BMW X5,7,0,62.29598506154542,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6993,51,Mumbai,13,69,BMW X1,5,0,69.5679823250345,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6994,39,Bangalore,21,25,BMW 3 Series,4,0,63.034341400008934,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6995,35,Delhi,21,41,BMW X1,9,0,52.234832355227624,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6996,57,Mumbai,28,66,BMW X3,9,1,76.76727725264413,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6997,57,Gurgaon,33,66,BMW X1,14,0,77.64142162186614,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6998,41,Pune,29,51,BMW i4,1,0,52.2668571322978,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6999,40,Delhi,37,5,BMW X1,12,0,55.40303274695298,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7000,28,Pune,22,9,BMW X1,4,0,46.18313171876443,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7001,25,Mumbai,26,37,BMW i4,11,0,39.347686937193515,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
7002,55,Bangalore,11,76,BMW X3,4,1,68.7199773561954,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
7003,23,Mumbai,11,11,BMW X5,1,0,24.179777021923968,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
7004,26,Bangalore,34,45,BMW X1,7,0,34.393189667009004,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
7005,31,Mumbai,19,48,BMW 3 Series,13,0,41.76747010321049,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
7006,53,Delhi,37,90,BMW X5,14,0,78.17591816311887,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7007,63,Delhi,14,71,BMW 3 Series,9,0,79.51328888694086,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
7008,62,Pune,29,62,BMW X1,4,0,82.03384807365029,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7009,34,Mumbai,19,68,BMW 3 Series,4,0,44.64358654565645,0,0,0,1,Aspiring Techie,0,Aware,Retargeting Ads
7010,60,Mumbai,37,99,BMW X5,14,0,83.76871161841069,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
7011,26,Pune,21,42,BMW 3 Series,11,0,44.64406724517598,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
7012,31,Gurgaon,24,93,BMW 3 Series,0,0,50.160101966134256,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7013,31,Mumbai,26,59,BMW X5,12,0,46.78717021297152,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7014,59,Mumbai,12,28,BMW X5,0,0,81.85293605094705,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
7015,48,Mumbai,19,85,BMW X5,10,0,72.27522063073472,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7016,42,Gurgaon,30,77,BMW X5,14,1,58.626500306256645,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
7017,29,Delhi,15,73,BMW i4,0,0,43.89226162077197,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
7018,22,Pune,3,10,BMW X1,7,0,41.512328156962454,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
7019,49,Gurgaon,13,34,BMW X5,12,0,68.32153229798433,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7020,60,Bangalore,9,22,BMW X3,9,1,82.38311274816988,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
7021,35,Bangalore,13,71,BMW 3 Series,1,1,58.65643789266244,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7022,42,Gurgaon,16,20,BMW X5,7,0,58.53057723611921,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
7023,51,Gurgaon,14,36,BMW X5,12,1,75.14168556133322,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
7024,42,Delhi,8,27,BMW X1,11,0,63.848299629362,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
7025,30,Bangalore,19,94,BMW X5,5,1,47.11551226360845,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7026,38,Pune,32,57,BMW i4,12,0,56.31308776437504,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7027,26,Mumbai,35,52,BMW X3,4,0,33.683291254145786,1,0,0,1,Aspiring Techie,10,Aware,Retargeting Ads
7028,52,Mumbai,23,27,BMW X3,5,0,81.73592769225516,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7029,61,Delhi,21,41,BMW X5,3,0,82.15036154231589,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7030,59,Delhi,18,90,BMW X1,11,1,83.92021252728304,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
7031,64,Bangalore,14,84,BMW X5,10,0,91.75174650341981,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
7032,40,Pune,16,72,BMW 3 Series,2,0,59.82194353502123,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
7033,57,Pune,24,92,BMW X3,10,0,84.71025311790325,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7034,54,Gurgaon,32,60,BMW 3 Series,3,0,79.38317158409565,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7035,34,Delhi,11,78,BMW i4,8,1,41.61690844676806,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
7036,35,Mumbai,11,32,BMW X3,12,1,51.89415678377699,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
7037,54,Mumbai,4,54,BMW X3,14,0,64.15631858364121,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
7038,50,Bangalore,26,36,BMW i4,7,1,68.57339124859445,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
7039,64,Mumbai,5,46,BMW 3 Series,10,0,82.50695201165007,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7040,57,Pune,36,35,BMW X5,7,1,73.71265352399617,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
7041,31,Pune,33,27,BMW X1,14,0,47.96899762604235,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7042,52,Delhi,14,9,BMW 3 Series,0,1,75.6751126819485,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
7043,27,Bangalore,32,22,BMW i4,4,0,34.28511544012619,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
7044,22,Mumbai,7,91,BMW i4,5,1,47.27438353143746,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7045,28,Delhi,10,97,BMW i4,13,0,45.88016158256786,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
7046,48,Gurgaon,2,4,BMW X3,13,0,67.27004573366705,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
7047,42,Gurgaon,10,81,BMW X5,14,1,59.96348630748897,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7048,49,Mumbai,35,5,BMW X3,8,0,60.18115466430899,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
7049,37,Mumbai,21,41,BMW X3,13,1,51.090411487812375,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
7050,44,Mumbai,8,46,BMW X3,9,0,57.47645565720539,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
7051,41,Pune,18,86,BMW i4,9,1,55.708837674544974,0,0,0,1,Aspiring Techie,5,Aware,Retargeting Ads
7052,59,Mumbai,9,27,BMW 3 Series,5,0,83.8666615262828,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7053,46,Gurgaon,30,12,BMW X1,14,0,61.184808135807316,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7054,49,Mumbai,4,24,BMW X1,12,0,70.7133479625341,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7055,26,Bangalore,35,6,BMW X5,0,1,44.20212969951719,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
7056,42,Gurgaon,14,65,BMW X5,0,1,61.50969930541636,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
7057,39,Bangalore,14,79,BMW i4,13,1,66.7410437229099,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
7058,27,Gurgaon,37,57,BMW X1,11,1,43.85613934256912,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
7059,50,Delhi,20,65,BMW 3 Series,6,1,77.24929080904937,0,0,0,0,Luxury Veteran,5,Aware,Retargeting Ads
7060,40,Gurgaon,29,35,BMW i4,2,1,67.35203808796135,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
7061,54,Gurgaon,23,1,BMW X5,6,1,74.13365544764443,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
7062,22,Bangalore,21,37,BMW i4,4,1,51.4041356469897,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
7063,24,Bangalore,31,73,BMW X5,0,1,45.29647688967147,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
7064,63,Gurgaon,32,13,BMW X1,10,0,80.46861301442524,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7065,42,Gurgaon,7,26,BMW i4,13,0,66.67891228314575,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
7066,56,Pune,13,14,BMW X3,7,0,73.93598559597355,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7067,62,Delhi,23,84,BMW X5,12,0,87.01648033645623,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7068,61,Delhi,8,11,BMW X3,8,0,88.79637453196307,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7069,24,Mumbai,12,42,BMW X5,5,1,43.136223054043434,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
7070,46,Gurgaon,36,96,BMW X3,1,0,62.03343075465902,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7071,59,Gurgaon,16,56,BMW X1,8,0,76.60178561702304,0,0,0,0,Luxury Veteran,0,Aware,Retargeting Ads
7072,41,Gurgaon,26,85,BMW X1,1,0,53.91014758845722,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
7073,55,Gurgaon,29,47,BMW 3 Series,5,0,83.89390255196125,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7074,42,Delhi,29,60,BMW 3 Series,9,0,64.94334661084727,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7075,44,Bangalore,6,81,BMW 3 Series,3,0,69.01634265316898,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
7076,27,Pune,37,43,BMW i4,13,0,33.64495297908922,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
7077,34,Bangalore,33,51,BMW X5,5,0,54.630910177775036,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7078,44,Bangalore,31,61,BMW i4,3,0,59.52529433027878,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
7079,30,Delhi,18,1,BMW 3 Series,10,0,40.43108042711343,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
7080,38,Pune,38,92,BMW X5,12,0,48.94882709006719,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
7081,23,Gurgaon,31,70,BMW i4,2,0,37.98089706989282,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
7082,40,Delhi,16,30,BMW X1,14,0,56.783140121541905,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
7083,40,Delhi,37,81,BMW X5,11,0,60.612892859063216,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7084,28,Pune,14,72,BMW 3 Series,10,0,44.17490347191027,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
7085,63,Mumbai,39,71,BMW X1,7,1,88.96652126434941,1,1,0,0,Luxury Veteran,15,Hot Lead,Immediate Sales Call
7086,63,Delhi,4,32,BMW X5,12,1,84.83897475540788,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
7087,41,Bangalore,30,4,BMW i4,4,1,55.21313257169904,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
7088,30,Bangalore,33,77,BMW 3 Series,0,1,50.89428769038028,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
7089,38,Gurgaon,36,57,BMW i4,7,0,58.41635799080083,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
7090,48,Delhi,30,76,BMW X1,2,0,67.57772882362966,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7091,23,Gurgaon,14,10,BMW X1,3,0,37.696228873427366,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
7092,57,Delhi,23,83,BMW X1,8,1,76.30058589656767,1,1,0,0,Luxury Veteran,15,Hot Lead,Immediate Sales Call
7093,40,Pune,28,22,BMW X5,2,0,61.172022400467746,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7094,38,Delhi,7,44,BMW 3 Series,13,0,58.76162783443415,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
7095,26,Mumbai,10,26,BMW X1,4,0,36.21779765356558,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
7096,60,Bangalore,4,78,BMW i4,11,0,90.11564156593424,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
7097,39,Pune,38,93,BMW 3 Series,7,0,55.876364239477255,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
7098,28,Bangalore,13,55,BMW i4,5,1,41.583715441383816,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
7099,38,Gurgaon,21,58,BMW i4,2,1,61.63136747194932,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
7100,60,Pune,33,79,BMW X1,7,0,85.36331159511396,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7101,57,Mumbai,28,39,BMW 3 Series,12,0,81.14129582807482,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7102,61,Bangalore,23,17,BMW X3,4,0,86.37436172315728,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7103,25,Delhi,32,50,BMW X5,5,0,45.949477982963586,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7104,59,Delhi,5,60,BMW X3,10,1,75.39862785940367,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
7105,46,Delhi,26,22,BMW X5,2,0,62.16592487852748,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7106,26,Pune,39,35,BMW 3 Series,7,0,48.99799809731408,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
7107,51,Mumbai,26,37,BMW X1,3,0,67.6530815562667,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
7108,33,Mumbai,3,71,BMW 3 Series,8,0,44.17969080896082,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
7109,25,Mumbai,24,55,BMW X3,4,1,42.00953021759726,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
7110,45,Bangalore,34,38,BMW i4,0,1,61.87458135122147,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
7111,50,Pune,34,92,BMW X5,8,0,73.08156318096954,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
7112,30,Delhi,20,75,BMW X5,7,1,45.20754265627577,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7113,25,Bangalore,30,81,BMW X3,4,0,37.8348852571903,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
7114,45,Mumbai,20,82,BMW X1,2,1,59.147417586874596,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7115,35,Delhi,18,99,BMW 3 Series,12,1,54.52054031412766,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7116,26,Pune,38,96,BMW X3,13,1,40.069276674950416,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
7117,39,Gurgaon,20,68,BMW 3 Series,8,1,57.6574124726311,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
7118,63,Mumbai,6,27,BMW X1,11,1,81.59887562280326,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
7119,40,Mumbai,25,89,BMW i4,12,0,60.19333883441622,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
7120,33,Mumbai,3,20,BMW 3 Series,6,0,49.53263667641841,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
7121,39,Mumbai,19,61,BMW X1,11,0,56.39382358903738,0,0,0,1,Aspiring Techie,0,Aware,Retargeting Ads
7122,38,Delhi,10,22,BMW X3,10,0,58.076025185738196,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
7123,51,Pune,5,20,BMW i4,7,0,60.836279533409986,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
7124,45,Bangalore,22,74,BMW i4,2,1,58.737950070243144,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
